Symbol,Key,Strategy,TradePnL,TradePnLSD,TradePnL_5,TradePnL_95,TGP,TGPSD,TGP_5,TGP_95,Trades,Nfamily
CL=F,CL=F_30_215,SMA2M,-95.7058333333333,103.744111114208,-307,4.94,-55.5034722222222,258.833416272372,-499.25,252.75,2640,576
CL=F,CL=F_36_179,SMA2M,-95.7058333333333,103.744111114208,-307,4.94,-49.203125,305.389482562486,-497.75,304.25,2640,576
CL=F,CL=F_43_149,SMA2M,-95.7058333333333,103.744111114208,-307,4.94,-49.4427083333333,255.218392786069,-449.25,349.25,2640,576
CL=F,CL=F_30_179,SMA2M,-98.0028125,112.466058465403,-327,5.035,-49.6284722222222,305.228184045558,-512.5,305.25,2640,576
CL=F,CL=F_36_149,SMA2M,-98.0028125,112.466058465403,-327,5.035,-49.8767361111111,255.924724830543,-460,348,2640,576
CL=F,CL=F_25_149,SMA2M,-106.299270833333,132.307085248036,-364,2.6825,-54.2118055555556,244.932914186091,-479,327.75,2672,576
CL=F,CL=F_25_179,SMA2M,-107.716041666667,125.0542315661,-307,2.9875,-52.5208333333333,265.333430103398,-495.75,289.5,2660,576
CL=F,CL=F_30_149,SMA2M,-112.122708333333,127.415210754192,-364,2.83,-53.53125,251.914490107431,-450.25,334,2656,576
EURUSD=X,EURUSD=X_21_179,SMA2M,-24.8355952380952,125.770024752114,-217,181.8,1.07638888888889,239.948199623201,-293.5,373,1345,576
EURUSD=X,EURUSD=X_10_215,SMA2M,-27.1122619047619,127.183588320961,-200,181.8,3.47395833333333,191.294435517039,-203,277,1356,576
EURUSD=X,EURUSD=X_14_215,SMA2M,-28.5510714285714,128.833031001958,-217,181.8,3.85243055555556,197.24672899298,-288.25,290.75,1350,576
EURUSD=X,EURUSD=X_12_215,SMA2M,-28.7352380952381,128.201360493845,-217,181.8,3.80208333333333,196.238512541111,-282.25,289.25,1350,576
EURUSD=X,EURUSD=X_17_179,SMA2M,-30.0644318181818,124.160781736878,-221.5,190.15,0.105902777777778,238.767350983193,-292.75,372,1347,576
EURUSD=X,EURUSD=X_43_149,SMA2M,-40.9919047619048,111.900469183811,-226,151.5,-10.8072916666667,181.939280886091,-215.25,219.75,1170,576
EURUSD=X,EURUSD=X_30_149,SMA2M,-53.5854545454546,79.9956502683738,-171.33,26,-8.62673611111111,190.735066647836,-157,270.75,1343,576
EURUSD=X,EURUSD=X_36_149,SMA2M,-55.7486904761905,91.0575723981019,-202,30,-14.4774305555556,175.049059988272,-205,209,1172,576
EURUSD=X,EURUSD=X_25_149,SMA2M,-64.7386363636364,63.4712328753493,-182,3.53849999999999,-10.7361111111111,186.505399800085,-181,230.5,1380,576
EURUSD=X,EURUSD=X_30_179,SMA2M,-66.8220238095238,63.6263872626429,-193,-1,-15.1475694444444,185.376132118726,-235,162.25,1193,576
EURUSD=X,EURUSD=X_43_104,SMA2M,-66.9056818181818,63.7544084533057,-201,-0.0470000000000019,-11.5850694444444,213.260754177469,-201,184,1431,576
EURUSD=X,EURUSD=X_21_149,SMA2M,-67.2172727272727,67.120300246052,-187,0.2625,-11.8715277777778,184.778421914773,-176,232,1384,576
EURUSD=X,EURUSD=X_30_104,SMA2M,-67.4221590909091,61.8026018767254,-180,-0.117000000000004,-12.5625,210.967154871991,-180,184,1439,576
EURUSD=X,EURUSD=X_36_104,SMA2M,-67.4221590909091,61.8026018767254,-180,-0.117000000000004,-12.5625,210.967154871991,-180,184,1439,576
EURUSD=X,EURUSD=X_25_104,SMA2M,-67.49,70.8744234787718,-196.67,2.85149999999999,-12.7274305555556,208.787664997125,-215,183,1489,576
EURUSD=X,EURUSD=X_36_215,SMA2M,-68.068125,64.3257877712294,-201,-0.933500000000057,-19.5416666666667,108.23169189491,-135,100.25,998,576
EURUSD=X,EURUSD=X_36_179,SMA2M,-68.1483333333333,63.5411634692038,-208,0.0769999999999999,-15.5190972222222,184.986221766264,-234,159.25,1183,576
EURUSD=X,EURUSD=X_30_215,SMA2M,-68.225625,65.0998143038,-197.5,-1.836,-19.5,108.327089229193,-135,99.25,1000,576
EURUSD=X,EURUSD=X_21_104,SMA2M,-68.5584090909091,66.0944309283223,-197,-0.128000000000001,-13.3940972222222,196.480084353874,-197,145.75,1495,576
EURUSD=X,EURUSD=X_14_179,SMA2M,-68.6307954545455,64.7661564314281,-188,-0.0210000000000005,-9.55729166666667,207.129029768466,-188,228,1391,576
EURUSD=X,EURUSD=X_17_149,SMA2M,-68.9656818181818,65.6148820516826,-182,-0.0350000000000009,-12.1840277777778,183.386095405084,-181,238,1389,576
EURUSD=X,EURUSD=X_10_179,SMA2M,-69.5944318181818,65.832381576556,-190,-0.0510000000000005,-11.0763888888889,194.954954167852,-173.25,216.25,1451,576
EURUSD=X,EURUSD=X_25_179,SMA2M,-69.7578571428572,65.4562082078026,-222,-1.0905,-15.96875,184.445761734281,-234,155.5,1187,576
EURUSD=X,EURUSD=X_43_179,SMA2M,-69.779880952381,69.7717423467849,-196,18.4089999999999,-23.7222222222222,136.547284726514,-177,93.5,1036,576
EURUSD=X,EURUSD=X_17_104,SMA2M,-70.1943181818182,67.7774339721682,-195.67,0.667499999999992,-17.7986111111111,182.405313799833,-183.75,118.75,1607,576
EURUSD=X,EURUSD=X_12_104,SMA2M,-70.5332954545455,66.5363679263547,-195.67,-0.304,-17.8350694444444,182.539760202953,-187,118.25,1605,576
EURUSD=X,EURUSD=X_14_104,SMA2M,-70.5332954545455,66.5363679263547,-195.67,-0.304,-17.8350694444444,182.539760202953,-187,118.25,1605,576
EURUSD=X,EURUSD=X_12_179,SMA2M,-71.4154545454546,65.5039119637113,-192.33,-0.4605,-11.7482638888889,193.583778058533,-173.25,215,1452,576
EURUSD=X,EURUSD=X_43_215,SMA2M,-71.8,66.2096435669746,-222,-2.6465,-20.4375,107.735099847406,-135,98.75,990,576
EURUSD=X,EURUSD=X_10_104,SMA2M,-72.1975,68.1338072488973,-195.67,-0.304,-18.3246527777778,181.52833430735,-184.5,118.5,1607,576
EURUSD=X,EURUSD=X_10_86,SMA2M,-72.9992045454546,66.1159173145808,-216,-1.4805,-21.2465277777778,160.583939816699,-177,114.5,1714,576
EURUSD=X,EURUSD=X_12_149,SMA2M,-73.0545454545455,67.6767073278062,-196,-0.394,-14.3697916666667,170.065206084761,-158,215,1448,576
EURUSD=X,EURUSD=X_14_86,SMA2M,-73.1978409090909,64.5235629498598,-196,-1.117,-17.6232638888889,171.251166918342,-197,122.75,1606,576
EURUSD=X,EURUSD=X_17_86,SMA2M,-73.6404545454546,66.0378589241449,-204,-1.273,-18.0885416666667,170.228472989404,-205,121.75,1610,576
EURUSD=X,EURUSD=X_25_86,SMA2M,-73.7928409090909,65.5169623021988,-196,-0.9805,-16.9826388888889,174.564401104149,-197,122.75,1600,576
EURUSD=X,EURUSD=X_14_149,SMA2M,-73.8329545454545,69.016388511167,-205,-0.415000000000001,-14.7135416666667,169.209567693181,-157,213.5,1450,576
EURUSD=X,EURUSD=X_43_86,SMA2M,-74.2929545454546,67.7880965741577,-222,-1.127,-18.8680555555556,183.316063349957,-340,187,1630,576
EURUSD=X,EURUSD=X_12_86,SMA2M,-74.9929545454546,65.4162865966104,-196,-1.3135,-21.890625,159.511134186137,-202.25,113.75,1718,576
EURUSD=X,EURUSD=X_10_149,SMA2M,-75.3886363636364,67.3991774086339,-199,-0.494,-16.3263888888889,157.143194952269,-152,177,1510,576
EURUSD=X,EURUSD=X_21_86,SMA2M,-76.3707954545455,67.8398459392497,-205,-1.147,-17.8628472222222,172.695309293719,-205,121.75,1604,576
EURUSD=X,EURUSD=X_30_86,SMA2M,-78.9501136363636,70.5802048946831,-199,-1.4615,-22.1527777777778,164.494496038783,-309,122.75,1691,576
EURUSD=X,EURUSD=X_43_60,SMA2M,-84.8136956521739,73.0801008034664,-216,-2.344,-29.7065972222222,111.807205297337,-257.25,90,1908,576
EURUSD=X,EURUSD=X_43_50,SMA2M,-86.3502173913044,73.1237633836005,-214,-2.366,-32.5347222222222,118.181035082369,-300.5,86,1908,576
EURUSD=X,EURUSD=X_36_60,SMA2M,-87.3507291666667,70.6597033265748,-206,-2.3875,-30.6059027777778,110.854527000033,-285,89.75,1924,576
EURUSD=X,EURUSD=X_30_60,SMA2M,-88.4121875,70.8865859956018,-215,-2.375,-30.5954861111111,110.867604146363,-285,86.75,1920,576
EURUSD=X,EURUSD=X_17_60,SMA2M,-88.9017708333333,73.2398075106671,-216,-2.4225,-31.1284722222222,111.372594342286,-282.25,89.5,1924,576
EURUSD=X,EURUSD=X_10_50,SMA2M,-89.5642708333334,73.4128193988918,-201,-2.5975,-35.3159722222222,119.097391590139,-371,72,1946,576
EURUSD=X,EURUSD=X_12_60,SMA2M,-89.9632291666667,73.4360702350554,-215,-2.4225,-31.1180555555556,111.385659620447,-282.25,86.75,1920,576
EURUSD=X,EURUSD=X_14_60,SMA2M,-89.9632291666667,73.4360702350554,-215,-2.4225,-31.1180555555556,111.385659620447,-282.25,86.75,1920,576
EURUSD=X,EURUSD=X_17_50,SMA2M,-90.9245833333333,73.2640562826169,-208,-2.565,-34.2309027777778,117.925888959277,-331,76,1930,576
EURUSD=X,EURUSD=X_21_50,SMA2M,-90.9245833333333,73.2640562826169,-208,-2.565,-34.2309027777778,117.925888959277,-331,76,1930,576
EURUSD=X,EURUSD=X_10_60,SMA2M,-91.0377083333333,78.4319882711555,-216,-2.4275,-32.1267361111111,112.669719308937,-302.25,89.5,1930,576
EURUSD=X,EURUSD=X_36_72,SMA2M,-91.1084782608696,79.1721567626528,-246,-2.2865,-32.203125,118.427062377063,-303.75,82,1898,576
EURUSD=X,EURUSD=X_21_60,SMA2M,-91.2791666666667,75.2156105811003,-216,-2.425,-31.8628472222222,112.143062084965,-290.25,89.5,1924,576
EURUSD=X,EURUSD=X_14_72,SMA2M,-91.4275,74.0450307369921,-212,-2.43,-32.625,116.666950724292,-322,81,1912,576
EURUSD=X,EURUSD=X_14_50,SMA2M,-92.1959375,79.1943717508169,-218,-2.475,-35.1336805555556,119.747565694399,-348,74,1934,576
EURUSD=X,EURUSD=X_36_50,SMA2M,-92.2569791666667,69.7827678641261,-200,-2.6175,-35.1927083333333,118.717945673769,-328.5,79,1936,576
EURUSD=X,EURUSD=X_30_50,SMA2M,-92.4373958333333,76.0065430873836,-218,-2.475,-34.8454861111111,119.090694326809,-343,76,1928,576
EURUSD=X,EURUSD=X_25_72,SMA2M,-92.8826041666667,72.248281600323,-212,-2.4525,-32.96875,116.695303266018,-321.25,81,1912,576
EURUSD=X,EURUSD=X_30_72,SMA2M,-92.8826041666667,72.248281600323,-212,-2.4525,-32.96875,116.695303266018,-321.25,81,1912,576
EURUSD=X,EURUSD=X_25_50,SMA2M,-93.3794791666667,75.482010423813,-206,-2.58,-35.0190972222222,118.918377487363,-343,76,1930,576
EURUSD=X,EURUSD=X_25_60,SMA2M,-93.9646875,74.9659500384306,-206,-2.4775,-32.6631944444444,112.864047957071,-290.25,88.75,1924,576
EURUSD=X,EURUSD=X_12_72,SMA2M,-94.4336458333333,74.6575445071102,-214,-2.47,-33.4774305555556,117.202327522498,-326.25,81,1912,576
EURUSD=X,EURUSD=X_17_72,SMA2M,-94.9225,77.0020762262804,-216,-2.45,-33.9739583333333,117.951180832506,-344,81,1918,576
EURUSD=X,EURUSD=X_12_50,SMA2M,-95.9439583333333,77.4070958732795,-209,-2.6475,-36.6892361111111,120.827806857628,-348,74,1942,576
EURUSD=X,EURUSD=X_21_72,SMA2M,-96.8110416666667,76.4230844496494,-214,-2.475,-34.1788194444444,117.971894822433,-336,81,1912,576
USDPLN=X,USDPLN=X_12_60,SMA2M,251.940625,437.312323172282,-6.347,1281,29.2430555555556,406.273148578685,-772.5,700,2624,576
USDPLN=X,USDPLN=X_14_72,SMA2M,249.987875,441.040415917456,-6.429,1281,37.0746527777778,359.650704434009,-693,655,2624,576
USDPLN=X,USDPLN=X_10_72,SMA2M,249.68525,428.417747363053,-8.272,1112,36.9027777777778,359.040079040611,-670.5,673,2624,576
USDPLN=X,USDPLN=X_10_60,SMA2M,246.97625,425.895916759414,-8.2845,1112,27.7586805555556,396.989697504251,-739.75,657.5,2624,576
USDPLN=X,USDPLN=X_12_72,SMA2M,246.97625,425.895916759414,-8.2845,1112,36.3072916666667,356.890728885089,-668.75,673,2624,576
USDPLN=X,USDPLN=X_10_50,SMA2M,242.80425,449.131579986536,-12.6135,1305,37.6319444444444,371.464214373857,-613,692,2630,576
USDPLN=X,USDPLN=X_14_60,SMA2M,238.636375,422.002588642381,-8.281,1115,24.9079861111111,383.193219789485,-739.5,640,2624,576
USDPLN=X,USDPLN=X_12_50,SMA2M,237.96325,433.703582155041,-11.7375,1095,36.0555555555556,371.443085282072,-615,696,2628,576
USDPLN=X,USDPLN=X_25_72,SMA2M,195.918076923077,378.561313282849,-8.779,1095,24.8142361111111,319.606385971092,-579.25,638.25,2521,576
USDPLN=X,USDPLN=X_30_72,SMA2M,192.761025641026,370.997629602081,-8.701,1075,23.9357638888889,313.951224744736,-577,629.5,2519,576
USDPLN=X,USDPLN=X_17_50,SMA2M,192.089615384615,371.221304340085,-8.2915,1112,26.1527777777778,332.978783905823,-611.5,712,2548,576
USDPLN=X,USDPLN=X_14_50,SMA2M,189.405,423.036343709065,-45.2,1078.65,27.5121527777778,349.841951681614,-606.25,677,2647,576
USDPLN=X,USDPLN=X_25_50,SMA2M,186.690384615385,374.331525007093,-8.927,1091,23.8472222222222,322.160242481515,-524,692,2540,576
USDPLN=X,USDPLN=X_43_50,SMA2M,186.301025641026,372.722438424933,-9.1735,1075,23.9618055555556,321.372207774648,-529.25,677,2540,576
USDPLN=X,USDPLN=X_21_72,SMA2M,185.280897435897,376.667817317966,-13.5595,1095,22.3958333333333,316.331234625985,-574.75,643.25,2513,576
USDPLN=X,USDPLN=X_17_60,SMA2M,183.47217948718,373.068860903329,-9.03,1091,13.7569444444444,344.371720225139,-663.75,636,2537,576
USDPLN=X,USDPLN=X_21_60,SMA2M,183.47217948718,373.068860903329,-9.03,1091,13.7569444444444,344.371720225139,-663.75,636,2537,576
USDPLN=X,USDPLN=X_30_60,SMA2M,175.576666666667,370.795801979159,-13.016,1075,12.5260416666667,342.599849258514,-658.25,628.75,2525,576
USDPLN=X,USDPLN=X_17_72,SMA2M,163.337435897436,357.69275050994,-9.3095,1091,18.9288194444444,310.419811339971,-565,636.5,2521,576
USDPLN=X,USDPLN=X_21_50,SMA2M,163.196025641026,356.022201227839,-25,1112,20.9479166666667,325.166163375508,-560.25,712,2546,576
USDPLN=X,USDPLN=X_36_50,SMA2M,162.991794871795,362.297331564938,-11.15,1095,20.6631944444444,323.910300679792,-529.75,696,2533,576
USDPLN=X,USDPLN=X_25_60,SMA2M,149.515256410256,357.26427835189,-39.45,1095,9.18055555555556,342.05767940312,-658,609.25,2545,576
USDPLN=X,USDPLN=X_25_104,SMA2M,108.117631578947,251.676179838927,-11.2,597.5,9.296875,298.576548292423,-527.75,568,2297,576
USDPLN=X,USDPLN=X_30_86,SMA2M,108.117631578947,251.676179838927,-11.2,597.5,9.92881944444444,330.285984332148,-525,642,2297,576
USDPLN=X,USDPLN=X_10_104,SMA2M,101.922236842105,253.453812395072,-36,521.25,8.35590277777778,293.174024710745,-545,491.75,2314,576
USDPLN=X,USDPLN=X_30_50,SMA2M,98.609,345.085150235288,-208,841.149999999999,8.27256944444445,297.946894032556,-466.25,633.25,2551,576
USDPLN=X,USDPLN=X_14_86,SMA2M,88.2432894736842,247.319797554438,-36,573,6.02777777777778,317.975108557,-515.5,581.25,2310,576
USDPLN=X,USDPLN=X_21_124,SMA2M,86.3465789473684,211.107042589315,-12.9375,327.5,6.83333333333333,268.638629097675,-285,403,2214,576
USDPLN=X,USDPLN=X_17_149,SMA2M,85.7446052631579,208.65233114404,-11.82,348,-4.48263888888889,373.601195944434,-391.5,402.5,2208,576
USDPLN=X,USDPLN=X_43_86,SMA2M,85.5928947368421,215.26632565772,-10.705,348,5.99826388888889,319.827200622227,-520.25,624.5,2295,576
USDPLN=X,USDPLN=X_30_104,SMA2M,85.4240789473684,217.908877868266,-11.115,327.5,5.61284722222222,290.058718687847,-518,576.25,2303,576
USDPLN=X,USDPLN=X_17_179,SMA2M,85.1189473684211,210.244928028107,-13.6875,325.5,-7.85243055555556,441.427712249592,-496.25,364.25,2214,576
USDPLN=X,USDPLN=X_21_149,SMA2M,85.0031578947369,205.87234220724,-11.85,347.25,-4.92881944444445,370.916711807961,-390.25,401.25,2202,576
USDPLN=X,USDPLN=X_25_124,SMA2M,85.0031578947369,205.87234220724,-11.85,347.25,6.06597222222222,264.006513401388,-282.25,380,2202,576
USDPLN=X,USDPLN=X_25_149,SMA2M,84.6598684210527,207.961737137666,-12.4375,319,-4.59548611111111,373.674182068827,-391.75,401.75,2210,576
USDPLN=X,USDPLN=X_17_124,SMA2M,84.3844736842105,209.024581147097,-14.1875,318.5,6.27777777777778,266.826579588465,-286,393,2206,576
USDPLN=X,USDPLN=X_10_215,SMA2M,83.4805263157895,204.069708167869,-12.0675,343,-4.74479166666667,330.309861070862,-445.25,253,2206,576
USDPLN=X,USDPLN=X_30_124,SMA2M,83.341052631579,203.771255359722,-12.1925,340.75,5.31597222222222,260.925938161222,-279,368.75,2206,576
USDPLN=X,USDPLN=X_36_124,SMA2M,82.9721052631579,205.73310405679,-13.25,329.75,5.44097222222222,262.614804685678,-279.25,373.25,2212,576
USDPLN=X,USDPLN=X_10_86,SMA2M,81.6225,248.853387627468,-56.75,333,6.80729166666667,318.903189915127,-525,550,2411,576
USDPLN=X,USDPLN=X_30_149,SMA2M,80.8234210526316,201.130206480297,-13.125,326.5,-6.26736111111111,362.650764633651,-384,394,2210,576
USDPLN=X,USDPLN=X_12_104,SMA2M,80.7482051282051,229.856772020077,-54.85,299.999999999998,5.48958333333333,285.75064209293,-549,474,2317,576
USDPLN=X,USDPLN=X_12_86,SMA2M,80.0797368421053,248.367124915107,-46.5,333,6.43576388888889,318.535184387271,-525,548,2409,576
USDPLN=X,USDPLN=X_14_104,SMA2M,74.4816666666667,222.560566316237,-54.85,299.399999999997,3.81423611111111,283.264427464067,-526,469,2304,576
USDPLN=X,USDPLN=X_36_86,SMA2M,73.2417105263158,209.755968270357,-20.75,325,3.64236111111111,315.784010737083,-517,614.75,2305,576
USDPLN=X,USDPLN=X_17_104,SMA2M,72.1639743589744,225.197438189506,-60.85,293.399999999997,3.01909722222222,279.566275225317,-525.25,469,2305,576
USDPLN=X,USDPLN=X_36_104,SMA2M,71.9148684210526,206.469046606626,-28,348,2.63715277777778,280.77025472619,-514.5,518.75,2297,576
USDPLN=X,USDPLN=X_43_104,SMA2M,70.2956578947369,204.067610282054,-20,307.75,1.89756944444444,278.363912443053,-509.25,524.75,2297,576
USDPLN=X,USDPLN=X_21_86,SMA2M,66.2042307692308,221.851773842791,-60.85,297.649999999997,3.09548611111111,310.729222953009,-525,547,2311,576
USDPLN=X,USDPLN=X_21_104,SMA2M,64.6118421052632,211.172527851584,-47,277.5,1.00868055555556,278.759204040979,-506.25,475,2306,576
USDPLN=X,USDPLN=X_36_72,SMA2M,64.6118421052632,211.172527851584,-47,277.5,-2.06944444444444,251.086007167204,-499.25,497,2306,576
USDPLN=X,USDPLN=X_43_72,SMA2M,60.2861842105263,203.431750959822,-67,222,-1.40972222222222,254.834798338933,-514.5,508,2322,576
USDPLN=X,USDPLN=X_25_86,SMA2M,57.5142307692308,227.415805145377,-78,294.399999999997,0.876736111111111,308.385056448037,-525,514.75,2322,576
USDPLN=X,USDPLN=X_21_215,SMA2M,54.4169230769231,172.665905178726,-53.3,301,-10.6649305555556,310.098072373458,-427.25,256.5,2144,576
USDPLN=X,USDPLN=X_12_215,SMA2M,53.8115384615385,170.797620912268,-41,295,-9.76736111111111,315.953658755008,-406.25,260.75,2135,576
USDPLN=X,USDPLN=X_25_215,SMA2M,53.6394871794872,172.144245449251,-54.6,300,-10.828125,309.50074800605,-427,256,2144,576
USDPLN=X,USDPLN=X_25_179,SMA2M,53.2019230769231,172.575212897575,-64,295,-12.8819444444444,411.450350900371,-445,317,2141,576
USDPLN=X,USDPLN=X_14_215,SMA2M,51.6578205128205,170.821125975693,-42.65,284,-10.1788194444444,314.520926466565,-405.25,257.25,2135,576
USDPLN=X,USDPLN=X_17_215,SMA2M,51.5219230769231,170.448045769505,-45.2,284,-10.2378472222222,314.091674280063,-405.25,255,2135,576
USDPLN=X,USDPLN=X_10_149,SMA2M,51.2512820512821,171.473517279506,-79.25,222,-9.64756944444444,357.827452847701,-323,375,2217,576
USDPLN=X,USDPLN=X_17_86,SMA2M,45.0421794871795,179.701108110738,-54.85,168,-0.1875,306.260195571191,-534,550.75,2319,576
USDPLN=X,USDPLN=X_43_124,SMA2M,44.5751282051282,167.121817019829,-55.45,189.95,-2.40104166666667,244.192961332079,-328,289.25,2225,576
USDPLN=X,USDPLN=X_14_149,SMA2M,44.3015384615385,175.3010435147,-77.55,222,-11.6371527777778,352.264982191163,-320.5,365.75,2231,576
USDPLN=X,USDPLN=X_12_149,SMA2M,43.3257692307692,175.567284808005,-81.8,222,-11.7690972222222,351.607425083419,-320,363.75,2231,576
USDPLN=X,USDPLN=X_30_215,SMA2M,26.927875,122.500826199164,-151.2,229.25,-14.9392361111111,298.287421569442,-404,230.25,2145,576
USDPLN=X,USDPLN=X_36_215,SMA2M,26.275,117.993794408805,-148,184.9,-14.6128472222222,296.713548480775,-374.75,216.25,2137,576
