Symbol,Class,Methodology,Window_Size,Threshold_Oversold,Threshold_Overbought,Flat,Dynamic_limits,ticker,data_type,leverage,max_risk,reward_ratio,capital,Strategy,Total Gross Profit,Annualized Profit,Largest Trade Win,Average Trade Win,Average Daily Profit,Length of Average Win,Max Winning Streak,Max Drawdown,Largest Trade Loss,Average Trade Loss,Average Daily Loss,Length of Average Loss,Max Losing Streak,Number of Trades Per Year,Percentage of Winning Trades,Expected Trade Result,Percentage of Positive Profit Days,Calmar Ratio,Period,key,key2
EURUSD=X,FX,RSI:,25,40,80,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-123,-10.67,Not Applicable,Not Applicable,29.52,Not Applicable,Not Applicable,-62.17,Not Applicable,Not Applicable,-26.86,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1716,2024-02-07 to 2025-03-21,EURUSD=X_Passive_RSI:_25_40_80_TRUE_TRUE_10_0.1_7,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,76,6.52,115,69,33.43,7,1,-33.46,-170,-67,-34.21,12,2,14,22,0.44,24,0.1949,2024-02-07 to 2025-03-21,EURUSD=X_Active_RSI:_25_40_80_FALSE_FALSE_10_0.1_3,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-123,-10.67,Not Applicable,Not Applicable,29.52,Not Applicable,Not Applicable,-62.17,Not Applicable,Not Applicable,-26.86,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1716,2024-02-07 to 2025-03-21,EURUSD=X_Passive_RSI:_25_40_80_FALSE_FALSE_10_0.1_3,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,3,0.23,57,28,16.96,9,1,-21.3,-146,-42,-16.88,13,1,13,23,-3.22,22,0.0108,2024-02-07 to 2025-03-21,EURUSD=X_Active_RSI:_25_40_80_FALSE_FALSE_5_0.1_3,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,-4,-0.33,Not Applicable,Not Applicable,15.88,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.05,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.009,2024-02-07 to 2025-03-21,EURUSD=X_Passive_RSI:_25_40_80_FALSE_FALSE_5_0.1_3,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,76,6.52,115,69,33.43,7,1,-33.46,-170,-67,-34.21,12,2,14,22,0.44,24,0.1949,2024-02-07 to 2025-03-21,EURUSD=X_Active_RSI:_25_40_80_FALSE_FALSE_10_0.1_7,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-123,-10.67,Not Applicable,Not Applicable,29.52,Not Applicable,Not Applicable,-62.17,Not Applicable,Not Applicable,-26.86,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1716,2024-02-07 to 2025-03-21,EURUSD=X_Passive_RSI:_25_40_80_FALSE_FALSE_10_0.1_7,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,3,0.23,57,28,16.96,9,1,-21.3,-146,-42,-16.88,13,1,13,23,-3.22,22,0.0108,2024-02-07 to 2025-03-21,EURUSD=X_Active_RSI:_25_40_80_FALSE_FALSE_5_0.1_7,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,FALSE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,-4,-0.33,Not Applicable,Not Applicable,15.88,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.05,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.009,2024-02-07 to 2025-03-21,EURUSD=X_Passive_RSI:_25_40_80_FALSE_FALSE_5_0.1_7,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,108,9.26,118,70,34.66,7,1,-31.42,-187,-52,-33.41,9,3,14,21,3.78,26,0.2947,2024-02-07 to 2025-03-21,EURUSD=X_Active_RSI:_25_40_80_FALSE_TRUE_10_0.1_3,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-123,-10.67,Not Applicable,Not Applicable,29.52,Not Applicable,Not Applicable,-62.17,Not Applicable,Not Applicable,-26.86,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1716,2024-02-07 to 2025-03-21,EURUSD=X_Passive_RSI:_25_40_80_FALSE_TRUE_10_0.1_3,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,34,2.94,58,32,16.79,8,1,-18.87,-104,-25,-16.78,13,2,13,19,1.33,19,0.1558,2024-02-07 to 2025-03-21,EURUSD=X_Active_RSI:_25_40_80_FALSE_TRUE_5_0.1_3,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,-4,-0.33,Not Applicable,Not Applicable,15.88,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.05,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.009,2024-02-07 to 2025-03-21,EURUSD=X_Passive_RSI:_25_40_80_FALSE_TRUE_5_0.1_3,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,108,9.26,118,70,34.66,7,1,-31.42,-187,-52,-33.41,9,3,14,21,3.78,26,0.2947,2024-02-07 to 2025-03-21,EURUSD=X_Active_RSI:_25_40_80_FALSE_TRUE_10_0.1_7,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-123,-10.67,Not Applicable,Not Applicable,29.52,Not Applicable,Not Applicable,-62.17,Not Applicable,Not Applicable,-26.86,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1716,2024-02-07 to 2025-03-21,EURUSD=X_Passive_RSI:_25_40_80_FALSE_TRUE_10_0.1_7,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,34,2.94,58,32,16.79,8,1,-18.87,-104,-25,-16.78,13,2,13,19,1.33,19,0.1558,2024-02-07 to 2025-03-21,EURUSD=X_Active_RSI:_25_40_80_FALSE_TRUE_5_0.1_7,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,25,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,-4,-0.33,Not Applicable,Not Applicable,15.88,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.05,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.009,2024-02-07 to 2025-03-21,EURUSD=X_Passive_RSI:_25_40_80_FALSE_TRUE_5_0.1_7,EURUSD=X_25_40_80
EURUSD=X,FX,RSI:,30,40,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,92,8.03,124,64,36.77,5,1,-28.62,-211,-110,-43.75,12,1,25,20,-9.2,25,0.2806,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_60_TRUE_TRUE_10_0.1_3,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_60_TRUE_TRUE_10_0.1_3,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,92,8.03,124,64,36.77,5,1,-28.62,-211,-110,-43.75,12,1,25,20,-9.2,25,0.2806,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_60_TRUE_TRUE_10_0.1_7,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_60_TRUE_TRUE_10_0.1_7,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,4,0.38,132,70,35.96,6,1,-35.99,-215,-93,-41.46,9,3,27,22,-5.06,27,0.0106,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_60_FALSE_TRUE_10_0.1_3,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_60_FALSE_TRUE_10_0.1_3,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,67,5.85,60,31,17.52,7,1,-20.65,-114,-61,-19.5,16,1,25,24,-7.2,25,0.2833,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_60_FALSE_TRUE_5_0.1_3,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,19,1.68,Not Applicable,Not Applicable,16.47,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.28,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0457,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_60_FALSE_TRUE_5_0.1_3,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,4,0.38,132,70,35.96,6,1,-35.99,-215,-93,-41.46,9,3,27,22,-5.06,27,0.0106,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_60_FALSE_TRUE_10_0.1_7,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_60_FALSE_TRUE_10_0.1_7,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,67,5.85,60,31,17.52,7,1,-20.65,-114,-61,-19.5,16,1,25,24,-7.2,25,0.2833,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_60_FALSE_TRUE_5_0.1_7,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,60,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,19,1.68,Not Applicable,Not Applicable,16.47,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.28,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0457,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_60_FALSE_TRUE_5_0.1_7,EURUSD=X_30_40_60
EURUSD=X,FX,RSI:,30,40,70,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,18,1.58,105,51,34.95,5,1,-36.14,-177,-113,-39.29,14,1,15,24,-14.88,26,0.0437,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_70_TRUE_FALSE_10_0.1_3,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_70_TRUE_FALSE_10_0.1_3,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,18,1.58,105,51,34.95,5,1,-36.14,-177,-113,-39.29,14,1,15,24,-14.88,26,0.0437,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_70_TRUE_FALSE_10_0.1_7,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_70_TRUE_FALSE_10_0.1_7,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,163,14.19,119,55,36.73,5,1,-27.04,-179,-74,-37.87,12,1,15,24,-4.56,29,0.5248,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_70_TRUE_TRUE_10_0.1_3,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_70_TRUE_TRUE_10_0.1_3,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,163,14.19,119,55,36.73,5,1,-27.04,-179,-74,-37.87,12,1,15,24,-4.56,29,0.5248,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_70_TRUE_TRUE_10_0.1_7,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_70_TRUE_TRUE_10_0.1_7,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,-26,-2.25,116,58,31.54,6,1,-37.84,-177,-98,-36.77,12,2,16,25,-10,29,-0.0595,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_70_FALSE_FALSE_10_0.1_3,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_70_FALSE_FALSE_10_0.1_3,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,-26,-2.25,116,58,31.54,6,1,-37.84,-177,-98,-36.77,12,2,16,25,-10,29,-0.0595,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_70_FALSE_FALSE_10_0.1_7,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_70_FALSE_FALSE_10_0.1_7,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,4,0.31,119,59,32.72,6,1,-35.99,-193,-78,-35.98,9,3,17,24,-4.56,30,0.0086,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_70_FALSE_TRUE_10_0.1_3,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_70_FALSE_TRUE_10_0.1_3,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Active,24,2.06,56,24,16.56,7,1,-20.66,-106,-57,-17.98,16,1,15,27,-8.91,26,0.0997,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_70_FALSE_TRUE_5_0.1_3,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,3,1000,Passive,19,1.68,Not Applicable,Not Applicable,16.47,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.28,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0457,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_70_FALSE_TRUE_5_0.1_3,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,4,0.31,119,59,32.72,6,1,-35.99,-193,-78,-35.98,9,3,17,24,-4.56,30,0.0086,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_70_FALSE_TRUE_10_0.1_7,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_70_FALSE_TRUE_10_0.1_7,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Active,24,2.06,56,24,16.56,7,1,-20.66,-106,-57,-17.98,16,1,15,27,-8.91,26,0.0997,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_70_FALSE_TRUE_5_0.1_7,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,70,FALSE,TRUE,EURUSD=X,out_of_sample,5,0.1,7,1000,Passive,19,1.68,Not Applicable,Not Applicable,16.47,Not Applicable,Not Applicable,-36.8,Not Applicable,Not Applicable,-14.28,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,0.0457,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_70_FALSE_TRUE_5_0.1_7,EURUSD=X_30_40_70
EURUSD=X,FX,RSI:,30,40,80,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,11,0.99,105,58,35.38,5,1,-36.14,-177,-113,-40.37,14,1,14,22,-12.1,24,0.0274,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_80_TRUE_FALSE_10_0.1_3,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_80_TRUE_FALSE_10_0.1_3,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,11,0.99,105,58,35.38,5,1,-36.14,-177,-113,-40.37,14,1,14,22,-12.1,24,0.0274,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_80_TRUE_FALSE_10_0.1_7,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_80_TRUE_FALSE_10_0.1_7,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,155,13.53,119,63,37.07,5,1,-27.04,-179,-74,-38.84,12,1,14,22,-2.42,28,0.5004,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_80_TRUE_TRUE_10_0.1_3,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_80_TRUE_TRUE_10_0.1_3,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,155,13.53,119,63,37.07,5,1,-27.04,-179,-74,-38.84,12,1,14,22,-2.42,28,0.5004,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_80_TRUE_TRUE_10_0.1_7,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,TRUE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_80_TRUE_TRUE_10_0.1_7,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,-3,-0.27,119,67,32.96,6,1,-35.99,-193,-78,-36.61,9,3,16,23,-2.53,29,-0.0075,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_80_FALSE_TRUE_10_0.1_3,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_80_FALSE_TRUE_10_0.1_3,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,-3,-0.27,119,67,32.96,6,1,-35.99,-193,-78,-36.61,9,3,16,23,-2.53,29,-0.0075,2024-02-14 to 2025-03-21,EURUSD=X_Active_RSI:_30_40_80_FALSE_TRUE_10_0.1_7,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,30,40,80,FALSE,TRUE,EURUSD=X,out_of_sample,10,0.1,7,1000,Passive,-80,-7.09,Not Applicable,Not Applicable,31.32,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-27.93,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.1141,2024-02-14 to 2025-03-21,EURUSD=X_Passive_RSI:_30_40_80_FALSE_TRUE_10_0.1_7,EURUSD=X_30_40_80
EURUSD=X,FX,RSI:,36,10,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Active,-140,-12.65,95,52,24.8,4,1,-26.04,-198,-99,-42.04,9,1,8,20,-9.4,24,-0.4858,2024-02-22 to 2025-03-21,EURUSD=X_Active_RSI:_36_10_60_TRUE_FALSE_10_0.1_3,EURUSD=X_36_10_60
EURUSD=X,FX,RSI:,36,10,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,3,1000,Passive,-169,-15.27,Not Applicable,Not Applicable,28.6,Not Applicable,Not Applicable,-62.16,Not Applicable,Not Applicable,-25.36,Not Applicable,Not Applicable,0,Not Applicable,Not Applicable,Not Applicable,-0.2457,2024-02-22 to 2025-03-21,EURUSD=X_Passive_RSI:_36_10_60_TRUE_FALSE_10_0.1_3,EURUSD=X_36_10_60
EURUSD=X,FX,RSI:,36,10,60,TRUE,FALSE,EURUSD=X,out_of_sample,10,0.1,7,1000,Active,-140,-12.65,95,52,24.8,4,1,-26.04,-198,-99,-42.04,9,1,8,20,-9.4,24,-0.4858,2024-02-22 to 2025-03-21,EURUSD=X_Active_RSI:_36_10_60_TRUE_FALSE_10_0.1_7,EURUSD=X_36_10_60
