Symbol,Class,Methodology,Strategy,aR,aSD,IR,MD,trades,avg_no_monthly_trades,buys,sells,Buy_Success_Rate,Short_Success_Rate,Combined_Success_Rate,PortfolioValue
EURUSD=X,FX,SMA1M: 50 EMA,Passive,-0.947,11.577,-0.082,37.809,1,0,1,0,0.4982,0,0.4982,42291
EURUSD=X,FX,SMA1M: 50 SMA,Active,-0.584,12.009,-0.049,30.129,210,1.02,2185,2251,0.2432,0.2511,0.4944,45106
EURUSD=X,FX,SMA1M: 50 SMA,Passive,-0.947,11.577,-0.082,37.809,1,0,1,0,0.4982,0,0.4982,42291
EURUSD=X,FX,SMA1M: 60 EMA,Active,-1.047,12.026,-0.087,38.656,212,1.03,2198,2227,0.2454,0.2494,0.4948,41558
EURUSD=X,FX,SMA1M: 60 EMA,Passive,-1.023,11.587,-0.088,37.809,1,0,1,0,0.4977,0,0.4977,41737
EURUSD=X,FX,SMA1M: 60 SMA,Active,-1.949,12.019,-0.162,39.766,208,1.01,2183,2242,0.2422,0.2497,0.4919,35385
EURUSD=X,FX,SMA1M: 60 SMA,Passive,-1.023,11.587,-0.088,37.809,1,0,1,0,0.4977,0,0.4977,41737
EURUSD=X,FX,SMA1M: 70 EMA,Active,-0.842,12.006,-0.07,40.509,182,0.89,2182,2234,0.2452,0.252,0.4973,43112
EURUSD=X,FX,SMA1M: 70 EMA,Passive,-1.054,11.598,-0.091,37.809,1,0,1,0,0.4975,0,0.4975,41528
EURUSD=X,FX,SMA1M: 70 SMA,Active,-2.075,12.034,-0.172,40.063,194,0.95,2181,2235,0.2437,0.2507,0.4943,34626
EURUSD=X,FX,SMA1M: 70 SMA,Passive,-1.054,11.598,-0.091,37.809,1,0,1,0,0.4975,0,0.4975,41528
EURUSD=X,FX,SMA1M: 80 EMA,Active,-0.023,12.018,-0.002,36.846,158,0.77,2152,2254,0.2435,0.2565,0.5,49797
EURUSD=X,FX,SMA1M: 80 EMA,Passive,-1.141,11.609,-0.098,37.808,1,0,1,0,0.4968,0,0.4968,40908
EURUSD=X,FX,SMA1M: 80 SMA,Active,0.944,12.016,0.079,28.679,148,0.72,2208,2198,0.251,0.2517,0.5027,58931
EURUSD=X,FX,SMA1M: 80 SMA,Passive,-1.141,11.609,-0.098,37.808,1,0,1,0,0.4968,0,0.4968,40908
EURUSD=X,FX,SMA1M: 90 EMA,Active,0.82,12.029,0.068,27.775,132,0.65,2130,2264,0.245,0.2611,0.5061,57653
EURUSD=X,FX,SMA1M: 90 EMA,Passive,-1.104,11.621,-0.095,37.808,1,0,1,0,0.497,0,0.497,41195
EURUSD=X,FX,SMA1M: 90 SMA,Active,-0.792,12.028,-0.066,41.932,152,0.75,2170,2224,0.2464,0.2539,0.5002,43527
EURUSD=X,FX,SMA1M: 90 SMA,Passive,-1.104,11.621,-0.095,37.808,1,0,1,0,0.497,0,0.497,41195
EURUSD=X,FX,SMA1M: 100 EMA,Active,1.105,12.041,0.092,29.474,124,0.61,2110,2276,0.244,0.2636,0.5075,60541
EURUSD=X,FX,SMA1M: 100 EMA,Passive,-1.069,11.632,-0.092,37.809,1,0,1,0,0.4973,0,0.4973,41467
EURUSD=X,FX,SMA1M: 100 SMA,Active,0.859,12.04,0.071,31.342,122,0.6,2146,2240,0.2472,0.2592,0.5064,58024
EURUSD=X,FX,SMA1M: 100 SMA,Passive,-1.069,11.632,-0.092,37.809,1,0,1,0,0.4973,0,0.4973,41467
GBPUSD=X,FX,SMA1M: 10 EMA,Active,-1.476,9.622,-0.153,42.084,452,2.17,2194,2294,0.2386,0.2551,0.4938,38366
GBPUSD=X,FX,SMA1M: 10 EMA,Passive,-2.548,9.632,-0.265,49.345,1,0,1,0,0.4926,0,0.4926,31577
GBPUSD=X,FX,SMA1M: 10 SMA,Active,-1.508,9.623,-0.157,37.849,492,2.37,2290,2198,0.2489,0.244,0.4929,38146
GBPUSD=X,FX,SMA1M: 10 SMA,Passive,-2.548,9.632,-0.265,49.345,1,0,1,0,0.4926,0,0.4926,31577
GBPUSD=X,FX,SMA1M: 20 EMA,Active,-1.656,9.63,-0.172,39.689,330,1.59,2226,2252,0.2425,0.2508,0.4933,37161
GBPUSD=X,FX,SMA1M: 20 EMA,Passive,-2.556,9.639,-0.265,49.345,1,0,1,0,0.4924,0,0.4924,31563
GBPUSD=X,FX,SMA1M: 20 SMA,Active,-0.172,9.63,-0.018,29.985,318,1.53,2256,2222,0.2481,0.2499,0.498,48491
GBPUSD=X,FX,SMA1M: 20 SMA,Passive,-2.556,9.639,-0.265,49.345,1,0,1,0,0.4924,0,0.4924,31563
GBPUSD=X,FX,SMA1M: 30 EMA,Active,-2.609,9.621,-0.271,42.091,290,1.4,2233,2235,0.241,0.2466,0.4877,31288
GBPUSD=X,FX,SMA1M: 30 EMA,Passive,-2.517,9.634,-0.261,49.345,1,0,1,0,0.4924,0,0.4924,31818
GBPUSD=X,FX,SMA1M: 30 SMA,Active,-1.725,9.622,-0.179,45.654,282,1.36,2244,2224,0.244,0.2471,0.491,36728
GBPUSD=X,FX,SMA1M: 30 SMA,Passive,-2.517,9.634,-0.261,49.345,1,0,1,0,0.4924,0,0.4924,31818
GBPUSD=X,FX,SMA1M: 40 EMA,Active,-1.081,9.629,-0.112,40.642,232,1.12,2220,2238,0.2429,0.2506,0.4935,41252
