Symbol,Class,Methodology,Strategy,aR,aSD,IR,MD,trades,avg_no_monthly_trades,buys,sells,Buy_Success_Rate,Short_Success_Rate,Combined_Success_Rate,PortfolioValue
BZ=F,Commodities,eGARCH : 252 21 expanding snorm close,Passive,1.309,36.956,0.035,84.522,1,0,1,0,0.5119,0,0.5119,60345
SI=F,Commodities,sGARCH : 126 21 moving snorm close,Active,-0.057,32.694,-0.002,87.406,179,0.93,2947,1032,0.3825,0.1287,0.5112,49556
SI=F,Commodities,sGARCH : 126 21 moving snorm close,Passive,3.056,32.77,0.093,75.548,1,0,1,0,0.5127,0,0.5127,80427
SI=F,Commodities,sGARCH : 126 21 expanding snorm close,Active,-0.94,32.7,-0.029,86.598,181,0.94,3009,970,0.3913,0.1219,0.5132,43074
SI=F,Commodities,sGARCH : 126 21 expanding snorm close,Passive,3.056,32.77,0.093,75.548,1,0,1,0,0.5127,0,0.5127,80427
SI=F,Commodities,sGARCH : 252 21 moving snorm close,Active,0.396,30.942,0.013,78.884,159,0.87,2926,842,0.3981,0.107,0.505,53048
SI=F,Commodities,sGARCH : 252 21 moving snorm close,Passive,5.267,31.089,0.169,75.546,1,0,1,0,0.5141,0,0.5141,107719
SI=F,Commodities,sGARCH : 252 21 expanding snorm close,Active,4.853,30.909,0.157,65.409,139,0.76,2963,805,0.4068,0.1059,0.5127,101558
SI=F,Commodities,sGARCH : 252 21 expanding snorm close,Passive,5.267,31.089,0.169,75.546,1,0,1,0,0.5141,0,0.5141,107719
SI=F,Commodities,eGARCH : 126 21 moving snorm close,Active,-3.607,32.692,-0.11,72.55,368,1.91,2838,1141,0.3627,0.1357,0.4984,27995
SI=F,Commodities,eGARCH : 126 21 moving snorm close,Passive,3.056,32.77,0.093,75.548,1,0,1,0,0.5127,0,0.5127,80427
SI=F,Commodities,eGARCH : 126 21 expanding snorm close,Active,-7.181,32.764,-0.219,86.923,390,2.02,2838,1141,0.3604,0.1335,0.4938,15416
SI=F,Commodities,eGARCH : 126 21 expanding snorm close,Passive,3.056,32.77,0.093,75.548,1,0,1,0,0.5127,0,0.5127,80427
SI=F,Commodities,eGARCH : 252 21 moving snorm close,Active,6.189,31.004,0.2,57.115,334,1.84,2929,839,0.401,0.1091,0.5101,122718
SI=F,Commodities,eGARCH : 252 21 moving snorm close,Passive,5.267,31.089,0.169,75.546,1,0,1,0,0.5141,0,0.5141,107719
SI=F,Commodities,eGARCH : 252 21 expanding snorm close,Active,-2.195,30.996,-0.071,83.219,364,2,2916,852,0.3968,0.1083,0.505,35880
SI=F,Commodities,eGARCH : 252 21 expanding snorm close,Passive,5.267,31.089,0.169,75.546,1,0,1,0,0.5141,0,0.5141,107719
