Symbol,Class,Methodology,Strategy,aR,aSD,IR,MD,trades,avg_no_monthly_trades,buys,sells,Buy_Success_Rate,Short_Success_Rate,Combined_Success_Rate,PortfolioValue
GBPUSD=X,FX,SMA2: 20 55 EMA,Passive,-2.595,9.646,-0.269,49.345,1,0,1,0,0.4921,0,0.4921,31453
GBPUSD=X,FX,SMA2: 20 55 SMA,Active,0.415,9.634,0.043,43.05,91,0.44,2204,2238,0.2479,0.2571,0.505,53783
GBPUSD=X,FX,SMA2: 20 55 SMA,Passive,-2.595,9.646,-0.269,49.345,1,0,1,0,0.4921,0,0.4921,31453
GBPUSD=X,FX,SMA2: 20 65 EMA,Active,2.403,9.635,0.249,23.836,64,0.31,2278,2154,0.2597,0.2505,0.5102,75924
GBPUSD=X,FX,SMA2: 20 65 EMA,Passive,-2.625,9.65,-0.272,49.345,1,0,1,0,0.4923,0,0.4923,31320
GBPUSD=X,FX,SMA2: 20 65 SMA,Active,0.004,9.636,0,33.198,76,0.37,2226,2206,0.2486,0.2516,0.5002,50035
GBPUSD=X,FX,SMA2: 20 65 SMA,Passive,-2.625,9.65,-0.272,49.345,1,0,1,0,0.4923,0,0.4923,31320
GBPUSD=X,FX,SMA2: 20 75 EMA,Active,1.3,9.637,0.135,23.272,72,0.35,2242,2180,0.2544,0.2528,0.5072,62715
GBPUSD=X,FX,SMA2: 20 75 EMA,Passive,-2.722,9.651,-0.282,49.345,1,0,1,0,0.4916,0,0.4916,30808
GBPUSD=X,FX,SMA2: 20 75 SMA,Active,2.324,9.636,0.241,23.457,64,0.31,2244,2178,0.2558,0.254,0.5097,74828
GBPUSD=X,FX,SMA2: 20 75 SMA,Passive,-2.722,9.651,-0.282,49.345,1,0,1,0,0.4916,0,0.4916,30808
GBPUSD=X,FX,SMA2: 20 85 EMA,Active,1.07,9.646,0.111,20.274,60,0.29,2202,2210,0.2498,0.2559,0.5057,60239
GBPUSD=X,FX,SMA2: 20 85 EMA,Passive,-2.672,9.66,-0.277,49.345,1,0,1,0,0.4918,0,0.4918,31121
GBPUSD=X,FX,SMA2: 20 85 SMA,Active,2.742,9.644,0.284,22.112,56,0.27,2258,2154,0.2595,0.2527,0.5122,80286
GBPUSD=X,FX,SMA2: 20 85 SMA,Passive,-2.672,9.66,-0.277,49.345,1,0,1,0,0.4918,0,0.4918,31121
GBPUSD=X,FX,SMA2: 20 95 EMA,Active,0.423,9.652,0.044,26.004,60,0.29,2159,2243,0.2449,0.259,0.5039,53828
GBPUSD=X,FX,SMA2: 20 95 EMA,Passive,-2.646,9.665,-0.274,49.345,1,0,1,0,0.492,0,0.492,31296
GBPUSD=X,FX,SMA2: 20 95 SMA,Active,1.714,9.651,0.178,22.483,50,0.25,2227,2175,0.2553,0.2542,0.5095,67278
GBPUSD=X,FX,SMA2: 20 95 SMA,Passive,-2.646,9.665,-0.274,49.345,1,0,1,0,0.492,0,0.492,31296
GBPUSD=X,FX,SMA2: 20 105 EMA,Active,0.896,9.661,0.093,23.779,48,0.24,2135,2257,0.2432,0.2612,0.5043,58410
GBPUSD=X,FX,SMA2: 20 105 EMA,Passive,-2.65,9.674,-0.274,49.345,1,0,1,0,0.4925,0,0.4925,31312
GBPUSD=X,FX,SMA2: 20 105 SMA,Active,2.325,9.659,0.241,23.535,44,0.22,2223,2169,0.2564,0.2546,0.5109,74636
GBPUSD=X,FX,SMA2: 20 105 SMA,Passive,-2.65,9.674,-0.274,49.345,1,0,1,0,0.4925,0,0.4925,31312
GBPUSD=X,FX,SMA2: 20 115 EMA,Active,1.664,9.655,0.172,23.587,50,0.25,2113,2269,0.2412,0.2631,0.5043,66624
GBPUSD=X,FX,SMA2: 20 115 EMA,Passive,-2.645,9.682,-0.273,49.345,1,0,1,0,0.4925,0,0.4925,31371
GBPUSD=X,FX,SMA2: 20 115 SMA,Active,2.577,9.667,0.267,21.707,44,0.22,2188,2194,0.2519,0.257,0.5089,77822
GBPUSD=X,FX,SMA2: 20 115 SMA,Passive,-2.645,9.682,-0.273,49.345,1,0,1,0,0.4925,0,0.4925,31371
GBPUSD=X,FX,SMA2: 30 55 EMA,Active,1.649,9.632,0.171,23.062,67,0.33,2286,2156,0.2596,0.2501,0.5097,66713
GBPUSD=X,FX,SMA2: 30 55 EMA,Passive,-2.595,9.646,-0.269,49.345,1,0,1,0,0.4921,0,0.4921,31453
GBPUSD=X,FX,SMA2: 30 55 SMA,Active,-0.309,9.634,-0.032,37.359,93,0.45,2222,2220,0.2485,0.2539,0.5025,47347
